
daily
Date,Crop,Stage,AbBiom,OrgBiom/Leaf,OrgBiom/Fruit,Yield,LAI,Precip,Mois_1,Mois_2,Mois_3,Mois_1,Mois_2,Mois_3,SOC_1,SOC_2,SOC_3,Tavg,Globrad
1991-03-15,,0,0,0,0,0,0,1,0.241,0.241,0.24,0.241,0.241,0.24,0.0079,0.0079,0.0079,1.1,14.94
1991-03-16,,0,0,0,0,0,0,2,0.243,0.243,0.242,0.243,0.243,0.242,0.0079,0.0079,0.0079,0.4,7.03
1991-03-17,,0,0,0,0,0,0,0,0.227,0.238,0.24,0.227,0.238,0.24,0.0079,0.0079,0.0079,2.5,13.52
1991-03-18,,0,0,0,0,0,0,0,0.222,0.236,0.238,0.222,0.236,0.238,0.0079,0.0079,0.0079,2.3,4.34
1991-03-19,,0,0,0,0,0,0,0,0.213,0.234,0.236,0.213,0.234,0.236,0.0079,0.0079,0.0079,6.8,10.67
1991-03-20,,0,0,0,0,0,0,1,0.214,0.232,0.235,0.214,0.232,0.235,0.0079,0.0079,0.0079,4.7,10.2
1991-03-21,,0,0,0,0,0,0,12,0.24,0.244,0.245,0.24,0.244,0.245,0.0079,0.0079,0.0079,6.1,3.07
1991-03-22,,0,0,0,0,0,0,6,0.239,0.244,0.245,0.239,0.244,0.245,0.0079,0.0079,0.0079,8.3,3.96
1991-03-23,,0,0,0,0,0,0,5,0.233,0.242,0.244,0.233,0.242,0.244,0.0079,0.0079,0.0079,5.5,6.94
1991-03-24,,0,0,0,0,0,0,1,0.237,0.24,0.241,0.237,0.24,0.241,0.0079,0.0079,0.0079,3.7,0.941
1991-03-25,,0,0,0,0,0,0,0,0.232,0.237,0.239,0.232,0.237,0.239,0.0079,0.0079,0.0079,2.7,6.982
1991-03-26,,0,0,0,0,0,0,6.3,0.243,0.244,0.244,0.243,0.244,0.244,0.0079,0.0079,0.0079,2.1,1.657
1991-03-27,,0,0,0,0,0,0,0.2,0.235,0.24,0.241,0.235,0.24,0.241,0.0079,0.0079,0.0079,3.5,7.5
1991-03-28,,0,0,0,0,0,0,1.4,0.237,0.24,0.241,0.237,0.24,0.241,0.0079,0.0079,0.0079,2.5,6.195
1991-03-29,,0,0,0,0,0,0,3.2,0.24,0.243,0.243,0.24,0.243,0.243,0.0079,0.0079,0.0079,1.9,7.76
1991-03-30,,0,0,0,0,0,0,0.7,0.241,0.241,0.242,0.241,0.241,0.242,0.0079,0.0079,0.0079,1.5,8.971
1991-03-31,,0,0,0,0,0,0,0,0.233,0.238,0.24,0.233,0.238,0.24,0.0079,0.0079,0.0079,1.2,11.857
1991-04-01,,0,0,0,0,0,0,0,0.222,0.235,0.238,0.222,0.235,0.238,0.0079,0.0079,0.0079,5.6,17.459
1991-04-02,,0,0,0,0,0,0,2.6,0.232,0.237,0.238,0.232,0.237,0.238,0.0079,0.0079,0.0079,7.4,11.068
1991-04-03,,0,0,0,0,0,0,0,0.221,0.234,0.236,0.221,0.234,0.236,0.0079,0.0079,0.0079,7.2,17.325
1991-04-04,,0,0,0,0,0,0,0,0.213,0.233,0.235,0.213,0.233,0.235,0.0079,0.0079,0.0079,5.9,13.225
1991-04-05,,0,0,0,0,0,0,0,0.205,0.231,0.234,0.205,0.231,0.234,0.0079,0.0079,0.0079,5.3,12.408
1991-04-06,,0,0,0,0,0,0,0,0.198,0.229,0.234,0.198,0.229,0.234,0.0079,0.0079,0.0079,3.7,11.725
1991-04-07,,0,0,0,0,0,0,0.1,0.194,0.228,0.233,0.194,0.228,0.233,0.0079,0.0079,0.0079,4.1,8.571
1991-04-08,,0,0,0,0,0,0,0,0.185,0.226,0.232,0.185,0.226,0.232,0.0079,0.0079,0.0079,6.7,12.082
1991-04-09,,0,0,0,0,0,0,0,0.176,0.224,0.231,0.176,0.224,0.231,0.0079,0.0079,0.0079,7.2,13.904
1991-04-10,,0,0,0,0,0,0,0,0.165,0.221,0.23,0.165,0.221,0.23,0.0079,0.0079,0.0079,5.8,18.94
1991-04-11,,0,0,0,0,0,0,0,0.154,0.219,0.229,0.154,0.219,0.229,0.0079,0.0079,0.0079,6.8,19.844
1991-04-12,,0,0,0,0,0,0,0,0.142,0.216,0.228,0.142,0.216,0.228,0.0079,0.0079,0.0079,10.2,15.731
1991-04-13,,0,0,0,0,0,0,0,0.128,0.213,0.227,0.128,0.213,0.227,0.0079,0.0079,0.0079,11.5,16.258
1991-04-14,,0,0,0,0,0,0,2.1,0.145,0.212,0.226,0.145,0.212,0.226,0.0079,0.0079,0.0079,8.5,0.853
1991-04-15,,0,0,0,0,0,0,0.1,0.139,0.21,0.225,0.139,0.21,0.225,0.0079,0.0079,0.0079,7.3,7.813
1991-04-16,,0,0,0,0,0,0,1,0.14,0.208,0.225,0.14,0.208,0.225,0.0079,0.0079,0.0079,7.6,9.26
1991-04-17,,0,0,0,0,0,0,2.3,0.158,0.207,0.224,0.158,0.207,0.224,0.0079,0.0079,0.0079,5.1,6.421
1991-04-18,,0,0,0,0,0,0,2.1,0.173,0.206,0.223,0.173,0.206,0.223,0.0079,0.0079,0.0079,2.7,13.913
1991-04-19,,0,0,0,0,0,0,1.7,0.183,0.204,0.223,0.183,0.204,0.223,0.0079,0.0079,0.0079,6.3,11.61
1991-04-20,,0,0,0,0,0,0,1.9,0.19,0.201,0.222,0.19,0.201,0.222,0.0079,0.0079,0.0079,8.2,15.128
1991-04-21,,0,0,0,0,0,0,0,0.175,0.198,0.22,0.175,0.198,0.22,0.0079,0.0079,0.0079,5.6,18.68
1991-04-22,,0,0,0,0,0,0,0,0.161,0.195,0.219,0.161,0.195,0.219,0.0079,0.0079,0.0079,6.2,22.453
1991-04-23,,0,0,0,0,0,0,0,0.147,0.192,0.217,0.147,0.192,0.217,0.0079,0.0079,0.0079,8.2,16.247
1991-04-24,,0,0,0,0,0,0,0,0.139,0.19,0.217,0.139,0.19,0.217,0.0079,0.0079,0.0079,6.5,9.388
1991-04-25,,0,0,0,0,0,0,0,0.129,0.188,0.216,0.129,0.188,0.216,0.0079,0.0079,0.0079,10.4,11.982
1991-04-26,,0,0,0,0,0,0,1.7,0.128,0.183,0.214,0.128,0.183,0.214,0.0079,0.0079,0.0079,15.3,18.803
1991-04-27,,0,0,0,0,0,0,2.8,0.145,0.181,0.213,0.145,0.181,0.213,0.0079,0.0079,0.0079,13.9,12.85
1991-04-28,,0,0,0,0,0,0,0,0.132,0.178,0.211,0.132,0.178,0.211,0.0079,0.0079,0.0079,12.8,14.213
1991-04-29,,0,0,0,0,0,0,0.1,0.119,0.175,0.21,0.119,0.175,0.21,0.0079,0.0079,0.0079,12.1,13.885
1991-04-30,,0,0,0,0,0,0,2.2,0.134,0.173,0.209,0.134,0.173,0.209,0.0079,0.0079,0.0079,10.6,9.451
1991-05-01,,0,0,0,0,0,0,0,0.121,0.17,0.208,0.121,0.17,0.208,0.0079,0.0079,0.0079,9.6,16.828
1991-05-02,,0,0,0,0,0,0,0.2,0.108,0.167,0.206,0.108,0.167,0.206,0.0079,0.0079,0.0079,12.4,16.585
1991-05-03,,0,0,0,0,0,0,3,0.132,0.165,0.206,0.132,0.165,0.206,0.0079,0.0079,0.0079,8.2,7.744
1991-05-04,,0,0,0,0,0,0,0.1,0.122,0.163,0.205,0.122,0.163,0.205,0.0079,0.0079,0.0079,9.1,15.686
1991-05-05,,0,0,0,0,0,0,0,0.107,0.159,0.203,0.107,0.159,0.203,0.0079,0.0079,0.0079,8.3,25.974
1991-05-06,,0,0,0,0,0,0,0,0.091,0.156,0.201,0.091,0.156,0.201,0.0079,0.0079,0.0079,9.9,25.763
1991-05-07,,0,0,0,0,0,0,0,0.077,0.152,0.2,0.077,0.152,0.2,0.0079,0.0079,0.0079,12.4,21.625
1991-05-08,,0,0,0,0,0,0,2.4,0.098,0.15,0.199,0.098,0.15,0.199,0.0079,0.0079,0.0079,13.3,6.94
1991-05-09,,0,0,0,0,0,0,2.7,0.119,0.149,0.198,0.119,0.149,0.198,0.0079,0.0079,0.0079,10.5,4.78
1991-05-10,,0,0,0,0,0,0,2.4,0.135,0.147,0.197,0.135,0.147,0.197,0.0079,0.0079,0.0079,7.5,13.221
1991-05-11,,0,0,0,0,0,0,3.1,0.157,0.147,0.197,0.157,0.147,0.197,0.0079,0.0079,0.0079,7.9,12.661
1991-05-12,,0,0,0,0,0,0,10.9,0.239,0.169,0.196,0.239,0.169,0.196,0.0079,0.0079,0.0079,7,5.555
1991-05-13,,0,0,0,0,0,0,0.3,0.227,0.172,0.195,0.227,0.172,0.195,0.0079,0.0079,0.0079,9.8,16.787
1991-05-14,,0,0,0,0,0,0,0,0.21,0.171,0.193,0.21,0.171,0.193,0.0079,0.0079,0.0079,15.6,18.084
1991-05-15,,0,0,0,0,0,0,0,0.189,0.171,0.191,0.189,0.171,0.191,0.0079,0.0079,0.0079,16.6,23.217
1991-05-16,,0,0,0,0,0,0,0,0.163,0.165,0.189,0.163,0.165,0.189,0.0079,0.0079,0.0079,17.9,26.553
1991-05-17,,0,0,0,0,0,0,0,0.143,0.161,0.187,0.143,0.161,0.187,0.0079,0.0079,0.0079,15.2,22.104
1991-05-18,,0,0,0,0,0,0,0,0.127,0.157,0.185,0.127,0.157,0.185,0.0079,0.0079,0.0079,12.2,22.841
1991-05-19,,0,0,0,0,0,0,0,0.107,0.153,0.183,0.107,0.153,0.183,0.0079,0.0079,0.0079,12.3,27.565
1991-05-20,,0,0,0,0,0,0,0,0.087,0.148,0.181,0.087,0.148,0.181,0.0079,0.0079,0.0079,14.6,27.761
1991-05-21,,0,0,0,0,0,0,0,0.071,0.143,0.179,0.071,0.143,0.179,0.0079,0.0079,0.0079,17.4,27.008
1991-05-22,,0,0,0,0,0,0,0,0.069,0.138,0.177,0.069,0.138,0.177,0.0079,0.0079,0.0079,19,25.792
1991-05-23,,0,0,0,0,0,0,0,0.068,0.132,0.174,0.068,0.132,0.174,0.0079,0.0079,0.0079,20,24.676
1991-05-24,,0,0,0,0,0,0,0,0.066,0.126,0.172,0.066,0.126,0.172,0.0079,0.0079,0.0079,19.6,26.534
1991-05-25,,0,0,0,0,0,0,0,0.065,0.12,0.169,0.065,0.12,0.169,0.0079,0.0079,0.0079,17.4,28.822
1991-05-26,,0,0,0,0,0,0,0,0.064,0.114,0.166,0.064,0.114,0.166,0.0079,0.0079,0.0079,16,28.856
1991-05-27,,0,0,0,0,0,0,0,0.062,0.109,0.164,0.062,0.109,0.164,0.0079,0.0079,0.0079,15.9,26.042
1991-05-28,,0,0,0,0,0,0,0,0.061,0.104,0.162,0.061,0.104,0.162,0.0079,0.0079,0.0079,17.5,24.145
1991-05-29,,0,0,0,0,0,0,0,0.061,0.099,0.16,0.061,0.099,0.16,0.0079,0.0079,0.0079,15.3,27.65
1991-05-30,,0,0,0,0,0,0,0,0.06,0.095,0.157,0.06,0.095,0.157,0.0079,0.0079,0.0079,16.5,22.554
1991-05-31,,0,0,0,0,0,0,0,0.059,0.09,0.155,0.059,0.09,0.155,0.0079,0.0079,0.0079,17.3,25.211
1991-06-01,,0,0,0,0,0,0,0,0.058,0.086,0.153,0.058,0.086,0.153,0.0079,0.0079,0.0079,17.9,26.542
1991-06-02,,0,0,0,0,0,0,0,0.057,0.083,0.151,0.057,0.083,0.151,0.0079,0.0079,0.0079,19.6,23.439
1991-06-03,,0,0,0,0,0,0,0,0.056,0.079,0.147,0.056,0.079,0.147,0.0079,0.0079,0.0079,21.9,25.697
1991-06-04,,0,0,0,0,0,0,0,0.055,0.077,0.145,0.055,0.077,0.145,0.0079,0.0079,0.0079,20.9,18.089
1991-06-05,,0,0,0,0,0,0,0,0.054,0.074,0.142,0.054,0.074,0.142,0.0079,0.0079,0.0079,22,27.434
1991-06-06,,0,0,0,0,0,0,0,0.053,0.072,0.139,0.053,0.072,0.139,0.0079,0.0079,0.0079,21.5,26.932
1991-06-07,,0,0,0,0,0,0,0.1,0.053,0.071,0.137,0.053,0.071,0.137,0.0079,0.0079,0.0079,19.2,20.237
1991-06-08,,0,0,0,0,0,0,0,0.052,0.071,0.134,0.052,0.071,0.134,0.0079,0.0079,0.0079,18.7,23.578
1991-06-09,,0,0,0,0,0,0,0,0.052,0.07,0.132,0.052,0.07,0.132,0.0079,0.0079,0.0079,18.8,22.289
1991-06-10,,0,0,0,0,0,0,0.2,0.053,0.07,0.13,0.053,0.07,0.13,0.0079,0.0079,0.0079,18.4,19.766
1991-06-11,,0,0,0,0,0,0,0.5,0.058,0.07,0.129,0.058,0.07,0.129,0.0079,0.0079,0.0079,13.2,15.084
1991-06-12,,0,0,0,0,0,0,3.7,0.094,0.07,0.128,0.094,0.07,0.128,0.0079,0.0079,0.0079,12.9,9.236
1991-06-13,,0,0,0,0,0,0,7.5,0.159,0.07,0.127,0.159,0.07,0.127,0.0079,0.0079,0.0079,15.2,13.186
1991-06-14,,0,0,0,0,0,0,0,0.141,0.07,0.125,0.141,0.07,0.125,0.0079,0.0079,0.0079,15.8,22.192
1991-06-15,,0,0,0,0,0,0,0,0.115,0.07,0.123,0.115,0.07,0.123,0.0079,0.0079,0.0079,19.1,27.049
1991-06-16,,0,0,0,0,0,0,0,0.096,0.07,0.121,0.096,0.07,0.121,0.0079,0.0079,0.0079,20.3,17.069
1991-06-17,,0,0,0,0,0,0,0,0.083,0.07,0.12,0.083,0.07,0.12,0.0079,0.0079,0.0079,18.3,13.446
1991-06-18,,0,0,0,0,0,0,0,0.07,0.07,0.117,0.07,0.07,0.117,0.0079,0.0079,0.0079,17.6,28.396
1991-06-19,,0,0,0,0,0,0,0,0.068,0.069,0.115,0.068,0.069,0.115,0.0079,0.0079,0.0079,16.6,24.662
1991-06-20,,0,0,0,0,0,0,0.5,0.072,0.069,0.113,0.072,0.069,0.113,0.0079,0.0079,0.0079,19.1,27.037
1991-06-21,,0,0,0,0,0,0,0,0.068,0.069,0.11,0.068,0.069,0.11,0.0079,0.0079,0.0079,19.7,21.457
1991-06-22,,0,0,0,0,0,0,0,0.067,0.069,0.108,0.067,0.069,0.108,0.0079,0.0079,0.0079,19.8,26.909
1991-06-23,,0,0,0,0,0,0,0,0.066,0.068,0.106,0.066,0.068,0.106,0.0079,0.0079,0.0079,17,27.97
1991-06-24,,0,0,0,0,0,0,0,0.065,0.068,0.104,0.065,0.068,0.104,0.0079,0.0079,0.0079,16.4,25.687
1991-06-25,,0,0,0,0,0,0,0,0.064,0.068,0.101,0.064,0.068,0.101,0.0079,0.0079,0.0079,17.4,28.113
1991-06-26,,0,0,0,0,0,0,0,0.062,0.068,0.099,0.062,0.068,0.099,0.0079,0.0079,0.0079,17.8,28.016
1991-06-27,,0,0,0,0,0,0,0,0.061,0.067,0.096,0.061,0.067,0.096,0.0079,0.0079,0.0079,17.3,29.542
1991-06-28,,0,0,0,0,0,0,0,0.06,0.067,0.094,0.06,0.067,0.094,0.0079,0.0079,0.0079,19,29.091
1991-06-29,,0,0,0,0,0,0,0,0.059,0.067,0.093,0.059,0.067,0.093,0.0079,0.0079,0.0079,19,15.511
1991-06-30,,0,0,0,0,0,0,10,0.158,0.067,0.09,0.158,0.067,0.09,0.0079,0.0079,0.0079,25.6,27.493
1991-07-01,,0,0,0,0,0,0,0,0.127,0.067,0.088,0.127,0.067,0.088,0.0079,0.0079,0.0079,23.6,26.113
1991-07-02,,0,0,0,0,0,0,0,0.097,0.067,0.086,0.097,0.067,0.086,0.0079,0.0079,0.0079,24.2,26.323
1991-07-03,,0,0,0,0,0,0,0,0.075,0.067,0.084,0.075,0.067,0.084,0.0079,0.0079,0.0079,21.2,21.499
1991-07-04,,0,0,0,0,0,0,0,0.068,0.067,0.083,0.068,0.067,0.083,0.0079,0.0079,0.0079,19,24.314
1991-07-05,,0,0,0,0,0,0,8.5,0.152,0.067,0.082,0.152,0.067,0.082,0.0079,0.0079,0.0079,19.3,15.512
1991-07-06,,0,0,0,0,0,0,0.2,0.14,0.067,0.082,0.14,0.067,0.082,0.0079,0.0079,0.0079,17.8,8.617
1991-07-07,,0,0,0,0,0,0,2.3,0.155,0.067,0.081,0.155,0.067,0.081,0.0079,0.0079,0.0079,14.1,5.381
1991-07-08,,0,0,0,0,0,0,0,0.132,0.067,0.08,0.132,0.067,0.08,0.0079,0.0079,0.0079,17.7,23.461
1991-07-09,,0,0,0,0,0,0,0,0.107,0.067,0.079,0.107,0.067,0.079,0.0079,0.0079,0.0079,19.4,27.885
1991-07-10,,0,0,0,0,0,0,0,0.083,0.067,0.078,0.083,0.067,0.078,0.0079,0.0079,0.0079,21.6,24.032
1991-07-11,,0,0,0,0,0,0,0,0.069,0.067,0.077,0.069,0.067,0.077,0.0079,0.0079,0.0079,21.3,23.596
1991-07-12,,0,0,0,0,0,0,0.5,0.073,0.066,0.077,0.073,0.066,0.077,0.0079,0.0079,0.0079,18.6,13.015
1991-07-13,,0,0,0,0,0,0,0.8,0.078,0.066,0.076,0.078,0.066,0.076,0.0079,0.0079,0.0079,18.3,15.163
1991-07-14,,0,0,0,0,0,0,0,0.069,0.066,0.075,0.069,0.066,0.075,0.0079,0.0079,0.0079,18.5,22.174
1991-07-15,,0,0,0,0,0,0,4.3,0.111,0.066,0.075,0.111,0.066,0.075,0.0079,0.0079,0.0079,16.8,9.065
1991-07-16,,0,0,0,0,0,0,0,0.093,0.066,0.074,0.093,0.066,0.074,0.0079,0.0079,0.0079,15.8,17.489
